City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Atlantic City,US,39.3643,-74.4229,40.01,61,0,14.97,clear sky
348,Formosa,AR,-26.1775,-58.1781,87.78,29,0,5.75,clear sky
349,Saryg-Sep,RU,51.5,95.6,-8.99,98,100,2.13,overcast clouds
350,Arroyo,ES,41.6096,-4.7969,42.6,73,0,0.0,clear sky
351,Tsogni,GA,-2.7942,10.0988,76.41,92,96,4.07,overcast clouds
352,Aden,YE,12.7794,45.0367,76.66,71,28,16.11,scattered clouds
353,Howard Springs,AU,-12.497,131.047,80.87,97,90,4.38,overcast clouds
354,Aksu,CN,41.1231,80.2644,27.93,56,100,2.19,overcast clouds
355,Bambous Virieux,MU,-20.3428,57.7575,75.45,88,75,4.61,broken clouds
356,Upernavik,GL,72.7868,-56.1549,-17.14,92,100,6.46,overcast clouds
357,Pimenta Bueno,BR,-11.6725,-61.1936,74.59,96,90,3.22,overcast clouds
358,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,53,0,6.91,clear sky
359,Morden,CA,49.1919,-98.1014,38.86,75,100,18.41,overcast clouds
360,Walvis Bay,NA,-22.9575,14.5053,70.75,83,37,2.3,scattered clouds
361,Abu Samrah,SY,35.3029,37.1841,48.96,81,68,5.19,broken clouds
362,Boende,CD,-0.2167,20.8667,76.77,36,86,0.45,overcast clouds
363,Bima,ID,-8.4667,118.7167,77.61,91,96,0.65,overcast clouds
364,Staryy Nadym,RU,65.6118,72.6842,-5.87,91,98,13.6,overcast clouds
365,Abu Dhabi,AE,24.4667,54.3667,65.97,60,0,8.05,clear sky
366,Sherghati,IN,24.5667,84.7833,53.22,62,0,2.46,clear sky
367,Mitu,CO,1.1983,-70.1733,72.27,97,100,1.63,heavy intensity rain
368,Poopo,BO,-18.3667,-66.9667,56.17,68,74,7.87,broken clouds
369,Bemidji,US,47.4736,-94.8803,35.91,95,100,12.66,overcast clouds
370,Kavieng,PG,-2.5744,150.7967,82.69,78,100,9.28,light rain
371,Half Moon Bay,US,37.4636,-122.4286,76.5,47,0,10.36,clear sky
372,Lukovetskiy,RU,64.2956,41.9211,17.58,95,97,7.0,snow
373,Mehamn,NO,71.0357,27.8492,24.71,89,88,14.94,overcast clouds
374,Sayyan,YE,15.1718,44.3244,48.45,37,25,3.44,scattered clouds
375,Mazagao,BR,-0.115,-51.2894,84.25,92,19,3.71,few clouds
376,Abha,SA,18.2164,42.5053,51.62,87,0,0.0,clear sky
377,Ribeira Grande,PT,38.5167,-28.7,60.35,70,93,5.95,overcast clouds
378,Porto Belo,BR,-27.1578,-48.5531,76.95,69,10,9.28,clear sky
379,Neuquen,AR,-38.9516,-68.0591,93.09,17,0,5.75,clear sky
380,Lugovoy,KZ,42.9472,72.7644,32.32,99,100,3.2,light snow
381,Kurumkan,RU,54.3,110.3,-2.61,91,92,3.8,overcast clouds
382,Dwarka,IN,22.2394,68.9678,69.26,79,1,10.25,clear sky
383,Siavonga,ZM,-16.5382,28.7088,72.54,88,33,5.19,scattered clouds
384,Le Port,RE,-20.9373,55.2919,76.96,81,79,6.96,broken clouds
385,Baruun-Urt,MN,46.6806,113.2792,-2.27,95,24,1.32,few clouds
386,Barcelona,ES,41.3888,2.159,54.61,87,40,4.61,scattered clouds
387,Paamiut,GL,61.994,-49.6678,-0.8,80,100,12.19,overcast clouds
388,Aviles,ES,43.5547,-5.9248,50.74,93,0,1.14,clear sky
389,Bongaree,AU,-27.0797,153.1586,80.22,67,26,9.28,scattered clouds
390,Brownsville,US,25.9018,-97.4975,66.31,39,0,11.5,clear sky
391,Roald,NO,62.5833,6.1333,41.14,70,40,28.77,scattered clouds
392,Gurupi,BR,-11.7292,-49.0686,75.67,89,100,1.21,heavy intensity rain
393,Manassas Park,US,38.784,-77.4697,47.55,34,0,5.75,clear sky
394,Laguna,US,38.421,-121.4238,75.24,44,0,3.44,clear sky
395,Zhangye,CN,38.9342,100.4517,15.06,59,0,4.38,clear sky
396,Garowe,SO,8.4054,48.4845,65.01,79,43,12.77,scattered clouds
397,Fort-Shevchenko,KZ,44.5086,50.263,36.01,65,58,18.61,broken clouds
398,Leningradskiy,RU,69.3833,178.4167,-26.57,82,14,3.85,few clouds
399,Husavik,IS,66.0449,-17.3389,28.31,95,100,23.11,snow
400,Lebu,CL,-37.6167,-73.65,61.5,82,16,17.78,few clouds
401,Ternate,ID,0.8,127.4,79.59,82,100,4.88,overcast clouds
402,Agirish,RU,61.9247,63.0231,1.42,98,94,6.2,overcast clouds
403,Saurimo,AO,-9.6608,20.3916,64.33,88,100,2.64,overcast clouds
404,Salym,RU,60.0625,71.4789,-3.24,99,49,5.21,scattered clouds
405,Metro,ID,-5.1131,105.3067,74.52,94,100,2.71,overcast clouds
406,Marsa Matruh,EG,31.3525,27.2453,55.6,67,40,18.41,scattered clouds
407,Severodvinsk,RU,64.5635,39.8302,17.71,94,98,9.4,overcast clouds
408,Toppenish,US,46.3774,-120.3087,51.85,64,99,1.12,overcast clouds
409,Tocache,PE,-8.1842,-76.5125,74.8,95,83,1.43,broken clouds
410,Kohlu,PK,29.8962,69.252,44.67,70,0,2.95,clear sky
411,Marsh Harbour,BS,26.5412,-77.0636,74.17,75,11,4.7,few clouds
412,Ust-Nera,RU,64.5667,143.2,-30.6,93,30,3.67,scattered clouds
413,Ballina,AU,-28.8667,153.5667,73.78,72,8,6.91,clear sky
414,Ibra,OM,22.6906,58.5334,60.64,51,0,3.67,clear sky
415,Thaba-Tseka,LS,-29.522,28.6084,54.3,56,4,0.47,clear sky
416,Partizanskoye,RU,55.5006,94.39,-14.08,100,100,1.86,overcast clouds
417,San Cristobal,VE,7.7669,-72.225,77.18,81,84,2.75,broken clouds
418,Usinsk,RU,65.9939,57.5281,6.37,84,23,16.53,few clouds
419,Kano,NG,12.0001,8.5167,67.89,40,86,4.61,overcast clouds
420,Pitimbu,BR,-7.4706,-34.8086,81.19,75,7,13.38,clear sky
421,Ulladulla,AU,-35.35,150.4667,75.67,49,0,0.96,clear sky
422,Airai,TL,-8.9266,125.4092,63.97,91,100,0.74,overcast clouds
423,Palmar,CR,9.8728,-84.4553,81.52,59,28,2.06,scattered clouds
424,Longyearbyen,SJ,78.2186,15.6401,17.44,62,75,9.22,broken clouds
425,Hovd,MN,48.0056,91.6419,-12.98,79,21,2.64,few clouds
426,Rupert,US,42.6191,-113.6772,35.55,55,0,0.0,clear sky
427,Vardo,NO,70.3705,31.1107,26.8,79,57,16.98,broken clouds
428,Batagay,RU,67.6333,134.6333,-45.4,98,89,3.02,overcast clouds
429,Gasa,PS,31.5,34.4667,52.92,55,47,9.84,scattered clouds
430,Greenwood,US,34.1668,-82.1165,54.84,44,0,4.61,clear sky
431,Ozark,US,37.0209,-93.206,61.21,63,0,12.71,clear sky
432,Pochutla,MX,15.7432,-96.4661,81.45,59,48,5.75,scattered clouds
433,Byron Bay,AU,-28.65,153.6167,76.87,66,12,4.38,few clouds
434,Talnakh,RU,69.4865,88.3972,-0.8,96,100,11.63,overcast clouds
435,Nanortalik,GL,60.1432,-45.2371,10.22,64,5,22.55,clear sky
436,Narsaq,GL,60.9167,-46.05,-10.82,78,16,6.4,few clouds
437,Ayr,GB,55.4627,-4.6339,46.38,81,75,14.97,broken clouds
438,Chicama,PE,-7.8447,-79.1469,68.54,60,64,9.33,broken clouds
439,Auch,FR,43.65,0.5833,45.34,82,25,3.0,scattered clouds
440,Grimshaw,CA,56.1834,-117.6027,40.62,56,40,24.16,scattered clouds
441,Kamenka,RU,51.3223,42.7678,32.76,98,100,14.29,snow
442,Dudinka,RU,69.4058,86.1778,-0.38,89,100,21.32,overcast clouds
443,Kamina,CD,-8.7386,24.9906,63.72,98,100,2.84,moderate rain
444,Morros,BR,-9.4467,-46.3003,79.56,69,99,2.84,overcast clouds
445,Atmakur,IN,15.8833,78.5833,67.91,76,37,5.14,scattered clouds
446,Luderitz,NA,-26.6481,15.1594,70.97,72,22,9.64,few clouds
447,Bafoulabe,ML,13.8065,-10.8321,79.54,8,1,6.49,clear sky
448,Lasa,IT,46.6166,10.7002,44.06,43,1,4.99,clear sky
449,Ventspils,LV,57.3894,21.5606,39.13,87,0,11.5,clear sky
450,Pampa,US,35.5362,-100.9599,60.84,25,0,23.02,clear sky
451,Beringovskiy,RU,63.05,179.3167,-17.46,88,5,13.0,clear sky
452,Ulaanbaatar,MN,47.9077,106.8832,-16.47,69,0,2.24,clear sky
453,Lima,PE,-12.0432,-77.0282,70.14,73,40,8.05,moderate rain
454,Port Hardy,CA,50.6996,-127.4199,46.76,93,100,14.97,light rain
455,Macon,US,39.8667,-88.9668,47.71,61,0,10.36,clear sky
456,Bengkulu,ID,-3.8004,102.2655,76.51,84,100,5.77,overcast clouds
457,Lavras,BR,-21.2453,-44.9997,67.08,95,100,3.36,overcast clouds
458,Joutseno,FI,61.118,28.5076,28.45,95,100,7.47,snow
459,Varhaug,NO,58.6147,5.6457,44.89,75,100,22.28,overcast clouds
460,Deep River,CA,46.1001,-77.4995,29.95,94,100,3.02,overcast clouds
461,Samarai,PG,-10.6167,150.6667,82.78,73,49,3.91,scattered clouds
462,Nemuro,JP,43.3236,145.575,24.22,65,67,15.79,broken clouds
463,Umea,SE,63.8284,20.2597,22.91,100,0,3.44,clear sky
464,Moerai,PF,-22.4333,-151.3333,79.81,79,98,17.07,light rain
465,Telenesti,MD,47.4997,28.3656,35.08,86,34,4.88,scattered clouds
466,Kutum,SD,14.2,24.6667,56.41,17,1,6.93,clear sky
467,Kawalu,ID,-7.3817,108.2082,73.13,93,99,2.26,overcast clouds
468,Novoagansk,RU,61.9449,76.6625,-13.45,99,7,6.13,clear sky
469,Belem De Sao Francisco,BR,-8.7539,-38.9658,91.09,26,62,18.37,broken clouds
470,Kholmogory,RU,64.2229,41.656,17.71,95,96,6.91,snow
471,Riverton,US,40.5219,-111.9391,50.11,40,0,5.75,clear sky
472,Boulogne-Sur-Mer,FR,50.75,1.8333,48.04,95,100,14.88,overcast clouds
473,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.39,93,100,20.71,overcast clouds
474,Ilulissat,GL,69.2167,-51.1,-7.58,64,35,26.46,scattered clouds
475,Coquimbo,CL,-29.9533,-71.3436,65.93,77,75,10.36,broken clouds
476,Lubuk Pakam,ID,3.5604,98.8767,77.14,92,100,4.07,overcast clouds
477,Liverpool,GB,53.4106,-2.9779,52.75,86,100,8.99,overcast clouds
478,Wagar,SD,16.1525,36.2032,70.65,67,36,8.66,scattered clouds
479,Tucurui,BR,-3.7661,-49.6725,75.9,94,100,2.71,overcast clouds
480,Tautira,PF,-17.7333,-149.15,86.02,78,74,18.34,light rain
481,San Ramon,US,37.7799,-121.978,74.3,35,0,12.66,clear sky
482,Kuandian,CN,40.7286,124.7847,14.4,82,15,2.84,few clouds
483,Weinan,CN,34.5036,109.5089,28.09,63,100,1.88,overcast clouds
484,La Ronge,CA,55.1001,-105.2842,16.05,67,75,12.66,broken clouds
485,Nanakuli,US,21.3906,-158.1547,80.55,57,40,6.91,scattered clouds
486,Gao,ML,16.6362,1.637,68.59,9,0,11.9,clear sky
487,Astana,KZ,51.1801,71.446,-9.45,77,40,0.0,mist
488,Port Antonio,JM,18.18,-76.4612,82.31,83,20,8.52,few clouds
489,Koltubanovskiy,RU,52.9407,52.0269,23.9,92,100,5.14,overcast clouds
490,Dutlwe,BW,-23.9833,23.9,76.14,38,58,5.61,broken clouds
491,Brae,GB,60.3964,-1.353,40.91,76,97,33.35,overcast clouds
492,Cayenne,GF,4.9333,-52.3333,81.09,84,40,5.75,scattered clouds
493,Berbera,SO,10.4396,45.0143,74.53,72,5,5.37,clear sky
494,Kahului,US,20.8947,-156.47,83.46,57,40,13.8,scattered clouds
495,Sola,VU,-13.8833,167.55,80.78,81,100,30.42,overcast clouds
496,Bontang,ID,0.1333,117.5,75.63,90,100,5.82,overcast clouds
497,Poso,ID,-1.3959,120.7524,76.95,88,100,2.8,overcast clouds
498,Niceville,US,30.5169,-86.4822,61.38,36,0,6.91,clear sky
499,Ahipara,NZ,-35.1667,173.1667,77.77,80,81,9.13,broken clouds
500,Inuvik,CA,68.3499,-133.7218,-31.94,68,20,3.44,few clouds
501,Muroto,JP,33.2833,134.15,35.64,65,99,9.66,overcast clouds
502,Angoche,MZ,-16.2325,39.9086,76.78,90,100,4.83,light rain
503,Kenora,CA,49.8167,-94.4337,35.58,100,100,15.01,overcast clouds
504,Cozumel,MX,20.5083,-86.9458,78.94,83,75,1.01,broken clouds
505,Ayagoz,KZ,47.9714,80.4392,-2.85,99,100,9.06,overcast clouds
506,Nantucket,US,41.2835,-70.0995,41.34,90,100,16.11,overcast clouds
507,Huambo,AO,-12.7761,15.7392,58.5,98,100,4.54,overcast clouds
508,Roma,US,43.2128,-75.4557,31.86,84,100,11.5,overcast clouds
509,Shache,CN,38.4167,77.2406,27.88,50,100,5.57,overcast clouds
510,Kabare,CD,-2.4683,28.8242,61.84,90,79,0.85,broken clouds
511,West Point,US,33.6076,-88.6503,58.93,27,0,6.91,clear sky
512,Mezen,RU,65.8522,44.24,17.04,93,99,10.47,overcast clouds
513,Tshikapa,CD,-6.4167,20.8,71.64,95,100,1.9,overcast clouds
514,Caravelas,BR,-17.7125,-39.2481,78.35,87,98,7.81,overcast clouds
515,Agaro,ET,7.85,36.65,65.98,67,97,1.97,overcast clouds
516,Deputatskiy,RU,69.3,139.9,-37.41,97,52,5.57,broken clouds
517,Flin Flon,CA,54.7682,-101.865,21.04,73,100,14.97,overcast clouds
518,Nabire,ID,-3.3667,135.4833,74.28,92,100,3.29,overcast clouds
519,Rudbar,AF,30.15,62.6,51.06,36,0,5.28,clear sky
520,Monroe,US,43.1501,-77.6831,29.95,72,75,17.27,broken clouds
521,Alice Springs,AU,-23.7,133.8833,74.75,83,81,0.0,broken clouds
522,Richards Bay,ZA,-28.783,32.0377,68.61,93,2,3.76,clear sky
523,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.54,96,68,1.68,light rain
524,Ulcinj,ME,41.9294,19.2244,41.22,63,0,7.05,clear sky
525,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,74,20,9.22,few clouds
526,Kaeo,NZ,-35.1,173.7833,75.33,98,79,9.82,broken clouds
527,Tondano,ID,1.3038,124.9112,68.09,91,100,1.32,moderate rain
528,Nerja,ES,36.7585,-3.8873,59.23,72,35,4.0,scattered clouds
529,Kysyl-Syr,RU,63.8986,122.7617,-44.28,100,93,0.69,overcast clouds
530,Dasoguz,TM,41.8363,59.9666,32.11,100,27,6.91,scattered clouds
531,Balabac,PH,7.9868,117.0645,80.33,81,100,13.18,overcast clouds
532,Hirado,JP,33.3597,129.5531,34.95,63,54,15.52,broken clouds
533,La Romana,DO,18.4273,-68.9728,80.96,74,40,11.5,scattered clouds
534,Ancud,CL,-41.8697,-73.8203,65.73,65,54,6.22,broken clouds
535,Vao,NC,-22.6667,167.4833,80.91,88,67,20.56,broken clouds
536,Peniche,PT,39.3558,-9.3811,58.48,86,0,3.29,clear sky
537,Asau,RO,46.4333,26.4,24.28,88,18,7.31,few clouds
538,Placido De Castro,BR,-10.3353,-67.1856,76.17,84,90,2.46,moderate rain
539,Kampene,CD,-3.6,26.6667,67.19,98,100,2.33,light rain
540,Pravia,ES,43.4906,-6.1508,45.48,93,0,1.14,clear sky
541,Bathsheba,BB,13.2167,-59.5167,77.61,69,40,17.27,scattered clouds
542,Bodden Town,KY,19.2833,-81.25,81.0,71,75,6.91,broken clouds
543,Bandarbeyla,SO,9.4942,50.8122,75.7,67,67,17.94,broken clouds
544,Bairiki,KI,1.3292,172.9752,86.0,74,20,8.05,few clouds
545,Thanatpin,MM,17.2119,96.3033,66.38,47,49,1.01,scattered clouds
546,Jiujiang,CN,29.7333,115.9833,34.88,100,100,3.36,snow
547,Pacific Grove,US,36.6177,-121.9166,77.58,51,0,4.61,clear sky
548,Tyukalinsk,RU,55.8732,72.1967,0.99,99,99,5.5,overcast clouds
549,Constitucion,CL,-35.3333,-72.4167,66.7,73,26,17.45,scattered clouds
550,Cruzilia,BR,-21.8386,-44.8083,63.63,97,93,6.69,overcast clouds
551,Kinel-Cherkassy,RU,53.4706,51.4743,23.56,94,100,6.53,overcast clouds
552,Sarkand,KZ,45.41,79.9186,17.31,78,100,5.79,overcast clouds
553,Dalbandin,PK,28.8947,64.4101,50.99,32,0,4.92,clear sky
554,Kashirskoye,RU,51.4194,39.6125,32.22,99,100,4.05,light snow
555,Raymondville,US,26.4815,-97.7831,70.38,30,0,7.07,clear sky
556,Maceio,BR,-9.6658,-35.7353,80.04,78,0,8.05,clear sky
557,Tadine,NC,-21.55,167.8833,82.26,87,100,20.02,overcast clouds
558,Kokuy,RU,52.2037,117.5529,-13.52,100,100,0.54,overcast clouds
559,Estacion Coahuila,MX,32.1939,-115.0017,79.97,9,5,14.32,clear sky
560,Cascais,PT,38.6979,-9.4215,58.35,61,0,5.01,clear sky
561,Maarianhamina,AX,60.0973,19.9348,31.86,86,0,2.3,clear sky
562,Havelock,US,34.8791,-76.9013,48.18,83,100,1.99,overcast clouds
563,Wanaka,NZ,-44.7,169.15,65.1,76,100,2.33,light rain
564,Borogontsy,RU,62.6683,131.1683,-31.4,100,100,1.32,overcast clouds
565,Kupang,ID,-10.1667,123.5833,80.51,80,99,1.32,overcast clouds
566,Nakhon Ratchasima,TH,15.0,102.1667,82.56,91,14,3.44,few clouds
567,Tiarei,PF,-17.5333,-149.3333,87.82,80,88,19.06,light rain
568,Mahibadhoo,MV,3.7833,72.9667,81.97,68,100,10.83,overcast clouds
569,Egvekinot,RU,66.3167,-179.1667,-13.77,73,0,15.26,clear sky
570,Nizhniy Tsasuchey,RU,50.5167,115.1333,-1.05,93,29,6.49,scattered clouds
571,Baisha,CN,26.5222,110.9311,34.29,94,100,2.08,overcast clouds
572,Zhuanghe,CN,39.7008,122.9911,27.09,68,84,1.99,broken clouds
573,Pak Phanang,TH,8.3511,100.202,78.06,83,25,6.46,scattered clouds
574,Gobabis,NA,-22.45,18.9667,72.21,57,87,14.41,overcast clouds
575,Along,IN,28.1667,94.7667,48.34,88,78,1.36,broken clouds
576,Beloha,MG,-25.1667,45.05,74.93,85,63,12.19,broken clouds
577,Cobija,BO,-11.0267,-68.7692,74.28,89,99,1.57,overcast clouds
578,Jiwani,PK,25.05,61.7417,70.59,58,0,5.08,clear sky
579,Baghdad,IQ,33.3406,44.4009,51.71,54,0,4.61,clear sky
580,Nyurba,RU,63.2842,118.3319,-20.72,100,100,2.48,overcast clouds
581,Mountain Home,US,43.133,-115.6912,40.42,100,0,3.44,clear sky
582,Dongsheng,CN,39.8161,109.9776,15.94,65,1,7.81,clear sky
583,Thinadhoo,MV,0.5333,72.9333,82.89,66,100,14.0,overcast clouds
584,Dayong,CN,25.0209,118.2898,56.88,89,98,1.54,overcast clouds
585,Luzhou,CN,28.8724,105.4405,42.42,89,86,1.77,overcast clouds
586,Te Anau,NZ,-45.4167,167.7167,64.17,71,92,0.96,overcast clouds
587,Bereda,ES,43.2686,-7.5406,46.42,85,2,1.81,clear sky
588,Mnogovershinnyy,RU,53.9353,139.9242,6.01,94,100,6.67,overcast clouds
589,Morris,US,40.8334,-74.5329,35.08,69,75,5.75,broken clouds
590,Aksarka,RU,66.5606,67.7975,-4.65,99,100,12.35,overcast clouds
591,Hjelset,NO,62.7833,7.4833,39.29,75,75,19.57,broken clouds
592,Nexo,DK,55.0607,15.1306,41.09,92,43,21.72,scattered clouds
593,Pandamatenga,BW,-18.5278,25.627,64.76,88,37,4.25,scattered clouds
594,Fuxin,CN,42.0156,121.6589,19.76,68,6,4.27,clear sky
595,Carutapera,BR,-1.195,-46.02,75.83,93,89,4.99,overcast clouds
596,Tucuma,BR,-0.1833,-50.05,76.59,91,99,5.55,light rain
597,Oltu,TR,40.5498,42.0013,26.46,81,90,6.85,overcast clouds
598,Urubicha,BO,-15.3833,-62.95,77.49,56,100,3.49,overcast clouds
599,Ferme-Neuve,CA,46.7001,-75.4493,28.18,98,100,2.26,overcast clouds
600,Oranjestad,AW,12.524,-70.027,82.35,74,40,19.57,scattered clouds
601,Santa Maria,BR,-29.6842,-53.8069,79.9,44,20,4.61,few clouds
602,Walla Walla,US,46.0646,-118.343,59.86,36,0,10.0,clear sky
603,Alyangula,AU,-13.8483,136.4192,76.87,100,100,0.0,overcast clouds
604,Emilio Carranza,MX,19.9711,-96.6114,60.31,73,100,7.16,overcast clouds
605,Anopino,RU,55.6981,40.6671,28.02,96,98,4.74,overcast clouds
606,Harper,LR,4.375,-7.7169,78.93,86,2,8.79,clear sky
607,Tigil,RU,57.8,158.6667,0.27,89,42,2.33,scattered clouds
608,Kungurtug,RU,50.5994,97.5228,-8.16,96,100,1.59,overcast clouds
609,Price,US,39.5994,-110.8107,52.86,19,0,16.11,clear sky
610,Kushima,JP,31.4583,131.2333,41.04,79,99,7.99,overcast clouds
611,Livingstone,ZM,-17.8419,25.8543,65.7,86,40,3.2,scattered clouds
612,Ossora,RU,59.2353,163.0719,7.47,95,100,7.61,light snow
613,Namatanai,PG,-3.6667,152.4333,83.08,72,100,5.55,overcast clouds
614,Redcliffe,AU,-27.2307,153.0973,80.22,64,0,6.91,clear sky
615,Karatu,TZ,-3.3333,35.6667,64.92,72,97,5.17,overcast clouds
616,Voh,NC,-20.9667,164.7,80.71,88,92,13.91,overcast clouds
617,Katangli,RU,51.7102,143.2326,13.39,94,100,14.85,light snow
618,Yumen,CN,40.2833,97.2,17.1,52,32,5.82,scattered clouds
619,Reconquista,AR,-29.15,-59.65,80.04,27,0,7.76,clear sky
620,Kamenetskiy,RU,54.0135,38.2211,25.86,93,100,7.29,overcast clouds
621,Cottonwood,US,34.7392,-112.0099,73.35,10,8,1.99,clear sky
622,Christchurch,NZ,-43.5333,172.6333,67.32,85,75,9.22,heavy intensity rain
623,Liuli,TZ,-11.0833,34.6333,76.21,76,55,2.44,broken clouds
624,Kizukuri,JP,40.8061,140.3861,33.12,51,100,8.93,overcast clouds
625,Kathu,TH,7.9178,98.3332,75.02,80,33,10.65,scattered clouds
626,Shubarkuduk,KZ,49.1447,56.4872,14.31,98,97,4.52,overcast clouds
627,Yinchuan,CN,38.4681,106.2731,14.5,81,29,2.53,scattered clouds
628,Nouakchott,MR,18.0858,-15.9785,73.33,34,2,9.93,clear sky
629,Broken Hill,AU,-31.95,141.4333,74.91,60,55,0.0,broken clouds
630,Tromso,NO,69.6496,18.957,32.02,64,20,21.85,few clouds
631,Kozhva,RU,65.1073,57.0459,6.46,85,29,11.81,scattered clouds
632,Oriximina,BR,-1.7656,-55.8661,75.74,94,98,2.75,overcast clouds
633,Spartanburg,US,34.9496,-81.9321,56.08,35,0,0.0,clear sky
634,Tahoua,NE,14.8888,5.2692,70.99,10,1,11.32,clear sky
635,Grindavik,IS,63.8424,-22.4338,30.67,93,75,10.36,broken clouds
636,Baza,ES,37.4907,-2.7726,44.42,80,0,7.0,clear sky
637,Aleksandrov Gay,RU,50.147,48.5704,21.33,93,100,8.55,overcast clouds
638,Nakusp,CA,50.2499,-117.8023,39.54,81,99,2.3,overcast clouds
639,Seymchan,RU,62.8833,152.4333,-41.13,100,95,0.49,overcast clouds
640,Kerema,PG,-7.9631,145.7785,83.62,68,96,2.37,overcast clouds
641,Maicao,CO,11.3832,-72.2432,82.2,65,35,15.59,scattered clouds
642,Narasannapeta,IN,18.4167,84.05,67.91,82,17,2.82,few clouds
643,Ilhabela,BR,-23.7781,-45.3581,73.81,82,77,5.7,broken clouds
644,Emmett,US,43.8735,-116.4993,47.35,57,17,3.33,few clouds
645,Sauk Rapids,US,45.5919,-94.1661,41.4,69,0,17.27,clear sky
646,Vanavara,RU,60.34,102.2797,-27.17,99,35,3.49,scattered clouds
647,Birnin Kebbi,NG,12.4539,4.1975,75.22,13,70,10.42,broken clouds
648,Bonfim,BR,3.0833,-59.95,87.93,41,87,5.91,overcast clouds
649,Bogorodskoye,RU,56.55,37.8833,29.26,92,98,8.37,overcast clouds
650,Kailua,US,21.4022,-157.7394,80.58,66,75,11.5,broken clouds
651,Bahawalpur,PK,29.4,71.6833,55.81,62,27,4.99,scattered clouds
652,Komsomolskiy,UZ,40.4272,71.7189,36.75,87,40,4.61,mist
653,Novochernorechenskiy,RU,56.2669,91.0828,-12.96,97,39,5.59,scattered clouds
654,Elizabeth City,US,36.2946,-76.2511,47.01,78,0,6.91,clear sky
655,Solnechnyy,RU,50.7214,136.6319,-3.48,97,90,2.98,overcast clouds
656,Matagami,CA,49.7502,-77.6328,21.31,93,100,2.3,overcast clouds
657,Camana,PE,-16.6228,-72.7111,71.67,78,66,6.33,broken clouds
658,Lamu,KE,-2.2717,40.902,79.02,89,3,13.15,clear sky
659,Psebay,RU,44.1234,40.8107,34.83,85,100,4.74,overcast clouds
660,Sawtell,AU,-30.3833,153.1,74.19,74,0,6.91,clear sky
661,Alamosa,US,37.4695,-105.87,40.51,28,0,4.61,clear sky
662,Watrous,CA,51.6668,-105.4679,33.58,80,95,14.97,overcast clouds
663,Hanyang,CN,32.1371,105.5126,31.84,78,86,1.48,overcast clouds
664,Pathein,MM,16.7833,94.7333,62.96,69,80,5.17,broken clouds
665,Mutis,CO,6.2262,-77.4044,78.31,85,65,4.81,light rain
666,Casablanca,MA,33.5928,-7.6192,62.33,77,0,4.0,clear sky
667,Shimoda,JP,34.6667,138.95,40.1,71,97,14.47,overcast clouds
668,Ondjiva,AO,-17.0667,15.7333,71.49,67,94,8.05,overcast clouds
669,San Andres,CO,12.5847,-81.7006,82.42,65,20,8.05,few clouds
670,Birao,CF,10.2849,22.7882,67.93,15,20,5.93,few clouds
671,Yingkou,CN,40.6648,122.2283,21.34,75,8,6.33,clear sky
672,Dingle,PH,10.9995,122.6711,74.8,87,93,10.85,overcast clouds
673,Doha,QA,25.2867,51.5333,60.78,72,0,10.36,clear sky
674,Shirokiy,RU,49.758,129.523,-3.93,100,100,5.64,overcast clouds
675,Morant Bay,JM,17.8815,-76.4093,82.02,82,22,6.76,few clouds
676,Forio,IT,40.7342,13.8646,49.82,53,0,3.0,clear sky
677,Homer,US,59.6425,-151.5483,29.08,78,75,18.41,broken clouds
678,Kudahuvadhoo,MV,2.6708,72.8944,82.29,65,100,11.74,overcast clouds
679,Kenai,US,60.5544,-151.2583,29.03,83,100,26.46,light snow
680,Agadez,NE,19.75,10.25,60.76,12,0,3.6,clear sky
681,Sabang,ID,5.8933,95.3214,81.43,74,98,10.0,overcast clouds
682,Kon Tum,VN,14.35,108.0,63.52,96,73,2.51,broken clouds
683,Anadyr,RU,64.75,177.4833,-30.5,66,20,8.95,fog
684,Douentza,ML,14.9951,-2.9517,71.71,11,0,5.7,clear sky
685,Tukrah,LY,32.5341,20.5791,53.19,54,89,24.25,overcast clouds
686,Aberystwyth,GB,52.4155,-4.0829,50.77,89,100,16.84,overcast clouds
687,Manacapuru,BR,-3.2997,-60.6206,75.78,88,96,2.3,moderate rain
688,Straumen,NO,63.8709,11.2999,37.4,97,100,13.62,light rain
689,Poronaysk,RU,49.2167,143.1167,10.0,84,92,6.64,overcast clouds
690,Jardim,BR,-21.4803,-56.1381,73.69,37,0,5.06,clear sky
691,Toccoa,US,34.5773,-83.3324,56.84,33,0,0.0,clear sky
692,Solano,US,38.2333,-121.9511,75.88,40,0,11.5,clear sky
693,Damuc,RO,46.8,25.9,19.53,97,61,5.46,broken clouds
694,Gazanjyk,TM,39.2446,55.5154,39.96,60,36,12.28,scattered clouds
695,Puerto Carreno,CO,6.189,-67.4859,94.98,43,40,8.05,light rain
696,Hammerfest,NO,70.6634,23.6821,28.85,74,75,9.22,broken clouds
697,Billings,US,45.7833,-108.5007,53.92,20,75,18.01,broken clouds
